	title	text	travel_date	rating	location
201	Tek kelimeyle HARİKA &  MUHTESEM	Anlatılmaz, yaşamanız lazım, sabah saat 06:00 gibi balonlar tavalanıyor bütün gökyüzü balonlarla dolu, rengarenk, muhtesem bir görüntü, sakın uyuyup o bölümü kaçırmayın, saatinizin alarmını birkac kere kurun ve muhakkak kalkıp günesin doguşu ile balonların kapladıgı gökyüzünü seyredin ve hayallere dalın derim	2018-10	5	2
202	Açık hava önemli	Açık hava müzesi Göreme’de görülmesi gereken en önemli yerlerin başında geliyor. 11. YY Hristiyanları ve dönemin yaşama şartlarını görmek açısından önemli bir lokasyon	2018-10	5	2
203	Kesinlikle Görüb	Kapadokyada görülmesi gereken en önemli müze denebilir. Eğer taş ve mağralar eski çizimler hoşunuza gidiyorsa zevk alacaksınız. İyi bir fotoğraf makinesi şart.	2018-10	5	2
204	Çok güzelsin kapadokya	Göreme,zelve,çavuşin,orta hisar,uç hisar her yerden kalelerden mağaralardan manzara atmosfer harika. Mükemmel bir coğrafya gidin görün hissedin	2018-09	5	2
205	Mutlaka görülmeli	Muhteşemdi. Peri bacalarından bir şaheser. İnsan şaşırarak geziyor.kapadokyaya geldiğinizde buraya uğramadan şakın gitmeyin. Müzenin hediyelik eşya satan yeri de çok güzel	2018-09	5	2
206	Süper ya	Gezilecek çok güzel bi yer arkadaşlarla gezdik baya memun kaldık ve pek fazla zamanımız yoktu zamanımziin bol olması lazim	2018-09	4	2
207	İnanılmaz	Mutlaka görülmesi gereken yerlerden biri. İnsanların buralarda yaşadığını görmek ilginç bir deneyim oldu. Gerçekten zor şartlarda yaşamışlar. Girişler müze kartı ile de oluyor.	2018-09	5	2
208	Görülmeli	Kapadokya göreme bölgesinde bulunan bu açık hava müzesinde birçok mağara tarzı yapı ve yerleşke görmeniz mümkün. Giriş ücretli Müzekart geçerli	2018-09	4	2
209	Göreme	Göreme açık hava müzesi içerisinde bir çok kiliseyi barındıran küçük bir mahalleyi andırıyor. Müze kart geçerli. Sadece Karanlık kiliseye ayrıca 10 tl ile giriş yapılıyor. Bazı kiliselerde restorasyon çalışması yapılıyor. Fotoğraf ve video çekmek yasak. Birkaç kilise güzel. Diğerleri bildiğiniz gibi.	2018-09	3	2
210	Yerleşke süper fakat içerisindeki ticarethane -1 puan	O kiliseler, o yatakhaneler, o yemekhaneler... Bir düşünün insanlar geçimlerinin yanında çok çabalamış ve ağır şartlardan geçmişler o dönemlerde. İçerisinde 4 kiliseyi ve yemekhaneyi gezebildim. Oluşumlar ve orada yaşanmışlık düşünülecek olursa takdire şâyan. Yalnız dikkatimi çeken ve kınadığım bir şey var ki, yemekhaneye çıkan yolda su almak için durduğumuzda 1 Lira’lık suyun 8 Lira’ya satılıyor olması idi. Anladık ülkede döviz iniş çıkışlarını var da bunu fırsata çevirmeye çalışıp, bu kadar insanlıktan çıkılamazdı sanırım. İşletme ve yönetimden kim sorumlu bilmiyorum fakat o gördüğümüz manzarayı tüm sosyal medyada grup arkadaşlarımız ile anlatacağımız kesin!!! Azıcık insan olup namusu ile para kazanmayı bilmeliler!!!	2018-09	3	2
211	Çok düzensiz	Çok güzel bir yer olmasına rağmen ziyaretçi sayısı çok fazla ve personel gerekli düzeni sağlayamıyor.  Turistlerle diyaloglarda tur rehberi yoksa çalışanlar yardımcı olamıyor karmaşaya sebep olunuyor	2018-09	3	2
212	Gezilmesi gereken bi yer	Müze kart ile giriş yaptığımız çok güzel bir açık hava müzesi. Normal girişler 30 lira. İçinde kiliseler ve eski yaşam alanlarının olduğu yerler bulunmakta. Gidip görülmesi gerekir.	2018-09	4	2
213	Manzara çok güzel	Müzeleri gezmeyi çok seviyorum siz de seviyorsanız sıkılmadan gezebilirsiniz . Göreme merkezden yürüyecekseniz mutlaka su alın çünkü müze içerisinde su için baya ücret talep ediliyor 🤦🏻‍♀️ uzun bir yol ama zevkle yürüyebilirsiniz.	2018-09	5	2
214	Keşkeee	Kapadokya bölgesine gelir gelmez müze kart edinmelisiniz 50 tl,gezilecek yerler hep ücretli ve ucuz değil,Göreme açık hava muzesine giris 30 tl,ben daha önceki gelislerimde rehbersiz gezmistim,  taşları boş boş anlamsız izlemişim,rehber anlatımiyla fresklerin neler anlattığını,kiliselerin sapellerin tarihçesini zevkle ögrendim.Acık hava müzesini gezmek için bahar ayları tercih edilmeli,açık alanda en az 1,5 saat kalıniyor.	2018-09	4	2
215	Görülmeli	Göreme'nin hemen çıkışında ve insanlar yürüyerek dahi ulaşabildiklerinden oldukça kalabalık! Giriş 30 TL ve Müzekart almak doğru bir karar olur.	2018-09	4	2
216	Zengin Tarih	Anadolu’nun tarihinin ne kadar eskilere kadar gittiğini somut göstergeleri olan tarihi  yapılar.Dönemin otorite baskısı karşısında din adamlarının kendilerini koruma amaçlı taş işçiliği ile bezeli yapılarını görmek mümkün.	2018-09	5	2
217	Göreme Hk.	Göreme Açıkhava Müzesi, Kapadokya turunuzda “Dağlık Kapadokya” bölgesinde ilk adım olabilir. Dönemin yapısını ve insan hayatını anlayabiliyorsunuz. Ücretsiz otopark mevcut, müze kart geçerli, müze kartsız bilet ücreti 30 tl, sesli rehber hizmeti var rehbersiz gezilerde tavsiye ederim 15 tl. Gezi saati yaklaşık 1,5 saat.	2018-09	5	2
218	Cennet Ülkemin Nadide Güzellikleri	Öncelikle Kapadokya bir açık hava müzesi adeta, her köşesi tarih,her köşesi gezmeyi keşfedilmeyi bekliyor gibi,göreme açık hava müzesi kapadokya'da oldukça popüler,çok kalabalık,insanlarımız gereken önemi ve değeri göstermiyor ve bilinçsizce geziliyor ve sıkıcı hale gelebiliyor,içerideki cafe'ler birazcık pahalı gibi yorulan ve susayan insanlar bir suya yüsek ücretler verebiliyor,girerken müze kart almanız bence mantıklı ülkenin her yerindeki müzelerde ve kapadokya'da gideceğiniz diğer müzelerde de kullanabilirsiniz,bence göreme elbette çok güzel bir yer ama zelve-paşabağları göreme'den daha güzel olmasına rağmen biraz gölgesinde kalmış gibi burası biraz daha popüler olmuş,gidilip görülmesi gereken yerler listesinde olmalı tabiki.	2018-04	5	2
219	Gorulmeye deger	Kesinlikle gorulmeli. Biz aracla gittik. Otopark sorunu yok. 6 tl oduyorsunuz. Muze kartla giris yaptik. Buyulu bir manastir okulu. Bu nedenle adim basi şapel, kilise, yemekhane gibi yerler var. Biz gezimiz sirasinda, bos bos, anlamadan gezmek istemedigimiz icin, ekstradan kisi basi 15 tl 'ye elektronik rehber aldik. Ancak bilgi vermede yetersiz buldum.  Sicakta gezmek zor oluyor. Yaniniza su,gunes gozlugu alin. Fresklerin oldugu yerlerde Fotograf cekmek yasak. Turistler hic birine uymuyor. Icerde bazen gorevli olmadigi icin uyaran da yok. Karanlik kilise ekstra 10tl. Bunu da anlamsiz buldum. en iyi korunan yerlerden birisi burasi oldugu icin ucretlendirerek ziyaretci sayisini azaltmak amaclaniyormus. Para alarak ziyaretci sayisini azaltmak nedir ? Kesfedilmis,  dunya mirasina alinmis bir yer burasi. Herkes gormeli. Koruma yollarini farkli bir yontemle ilgililer bulmali.	2018-08	5	2
220	Harikaa	Muhteşem biryer👍👍👍kesinlikle gelip görülmesi gereken biryer..şiddetle tavsiye ederim👍👍👍özellikle balon gösterisi ve güneşin doğuşunu izlemelisiniz..olağanüstü biryer...	2018-08	5	2
221	Beğendim	Meşhur olduğu kadar var, görülmeye değer. Önceden müzekart alınırsa başka mekanlarda da faydalı olur.	2018-08	5	2
222	Mükemmel	Gerçekten insan gezerken şaşkınlığını gizleyemiyor ve büyüleniyor. Tam bir manastır okulu diyebiliriz burası için. Zaten Kapadokya bölgesi için bu tanımı yapmak çok da yanlış olmaz. Gezerken zaman kavramını unutabilirsiniz. O yüzden özellikle yaz ayında gezecekseniz su ve şapka almayı unutmayın. Girişte müzekart geçerli, otopark mevcut. Tur ile gelmediyseniz içeri de rehber hizmeti mevcut tavsiye ederim. İç kısımda Karanlık Kilise ekstra ücretli (10tl) tahribatı en az olan yer olduğu için.	2018-08	5	2
223	Tur gezisi	Manzarası görmeye değer bir yer tur operatörleriyle gezmenizi tavsiye ederim bol fotoğraf çekeceğiniz bir yer.	2018-08	5	2
224	Büyüleciyi	Mutlaka görülmesi gereken muazzam bir yer. Kapadokya ya gidip  görmeden dönmeyin derim. Turlar eşliğinde gittiğinizde çok daha keyifli ve bilinçli olacaktır.	2018-03	5	2
225	Göreme kaya	Gerçekten çok güzel bir otel mükemmel ötesi diyebilirim manzara çok güzel Kaya odaları spa Harika insanlara diyalokları güzel her şey on numara	2018-08	5	2
226	Tarih	Mistik bir havası var. Tarihin bizzat kendisi. Video anlatımlar eşliğinde o günleri yaşar gibisiniz. Yalnız göremeden muzeye kadar yaya olarak gitmenizi öneririm yolda harika ortamlarla karşılaşacaksınız.	2018-07	5	2
227	Kesinlikle gidilip görülmeli	İnsanların o mağaralarda yaşamış olmasına mı şaşırayım, bu kadar güzel bir yerin dünya üzerinde var olmasına mı emin olamadım. Gittiğim için pişman olmadığım yerlerden birisi.Müzekart geçerli. Lakin suyunuzu dışardan alıp girin (gezerken susayacaksınız kesin) dışarda 1,5 TL olan su içeri girince 6,5 TL oluyor 😅Park sorunu yok. Müzeyi bi 200 metre kadar geçince (Ürgüp tarafından geliyorsanız, Göreme tarafından geliyorsanız müzeye bi 200 metre kala) ücretli otopark var. 6 TL araç, oraya da park edilebilir.Görmeden geçmeyin 😊	2018-08	5	2
228	Ortamı hissedin	Göreme içinde kalıyorsanız mümkünse bir araçla gidin. Biz o hatayı yaptık yürümeye kalktık. Hem güneş hem yokuş çekilecek dert değil. Otopark var 6 TL. Buna değer. Ayrıca çevredeki diğer yerlere de ulaşabilirsiniz. Mutlaka girişte Müze kart alın. 50 TL ve hemen çıkıyor. Sadece kimlik istiyorlar. Normal giriş 30 TL. Müze içi tamamen ayrı bir diyar. Resimlere değil, içinde bulunduğunuz ortama odaklanmanızı öneririm. Resimlerin bulunduğu odalara bekçi koymuşlar. Ama asıl atmosfer diğer bölümlerde. Kilerler, mutfaklar, derslikler, yemekhaneler inanılmaz. O günleri yaşıyorsunuz. Kilise ve Chapel' ler ise bu ortamı tamamlıyor. Kendinizi o yaşanan dönemde hayal edebilirseniz çevrenizde dolaşan keşişleri görmeye başlıyorsunuz. :-) kaçırılmaması gereken bir yer. Mutlaka gezilmeli.	2018-07	5	2
229	Her yer pislik..	Giriş 30 tl.. Müze kart ve iş bankası kredi kartı ücretsiz..Neyse girdik içeri..Karanlık şapeller var.Buralar ile ilgili resim koyun duvarlara kardeşim..Küçük karanlık bakımsız pislik içinde bir yer..Karanlık kilise diye bir yer.. Extradan 10 tl..Giriyorsun freskler fena değil.Birde yeme içme çok pahalı.1 bardak portakal suyunu 15 tl yapmak nedir..	2018-07	2	2
230	Her Türk muhakkak gitmeli	"Yıllardır binlerce km uzaktan, her milletten insanın geldiği bu doğa harikasını bizim de görmemiz şart bence. Keşke bu kadar tahrip edilmeden önce korunsaymış, bir göremeli olarak dedelerimin ve o dönemdeki komşularının ""gavuur resimlerini, özellikle de yüzlerini yok edelim"" çabasından her gittiğimde utanıyorum. Yüksek tavanlara bile taşlar atarak yetişmişler. Çok büyük bir alan değil, küçük çocukla da gidilebilir. Şapka ve krem unutulmamalı."	2018-07	5	2
231	Doğa harikası, büyüleyici, buram buram tarih kokulu yer!..	Göreme Açıkhava Müzesini ailecek 22 Temmuz 2018 tarihinde gezdik. Göreme’de mutlaka zaman ayırıp görülmesi gereken harika bir mekan. Doğal güzellikler tarihle iç içe. Müze kart edinilmesi (yetişkin:50₺, öğrenci:20₺ 18 yaş altı:5₺) ziyareti daha ekonomik yapmanızı sağlar çünkü birçok yerde geçerli. Turla gitmiyorsanız girişte ücretli rehberlik yapanlar var. Müzeyi gezmek için minimum 1,5-2 saat ayırmanız gerekli. Araçla gelenler için ücretli (6₺) park yeri mevcut. Hafta sonları bayağı yerli ve yabancı turist geliyor. Müze çıkışından park yerine giderken küçük bir hediyelik eşya, yiyecek ve içecek (gözleme, meyve suyu vb.) satılan çarşı var. Gezide yanınızda güneş kremi ve su bulundurmanız, gezerken rahat edeceğiniz spor kıyafetler ve rahat bir ayakkabı giymeniz tavsiye edilir. Herkese iyi geziler 😊😊...	2018-07	4	2
232	Açık hava müzesi	Tarihi bir yer yaklaşık bir buçuk saatinizi ayırmanız gerekiyor tarihle ilgileniyorsanız Kapadokya’nın ilim ve düşünce üssü, binlerce yıl manastır hayatının hüküm sürdüğü en özel yerlerinden biri Göreme Açık Hava Müzesi. Vadinin hikayesi M.S. 4. Yüzyılda, İlk Hristiyanlık dönemlerinde başlamış. Kayseri Piskoposu Aziz Basil’in bölgeye gelerek öğretilerini yaymaya, öğrenci yetiştirmeye başlamasıyla manastır hayatı vadiye hakim olmuş. Göreme Örenyeri diye de anılan bölge, 13. Yüzyıla kadar eğitim, öğretim sisteminin merkezi olmayı sürdürmüş.Neredeyse her kaya bloğunun oyularak ibadet, yaşam ve öğreti alanlarına dönüştürüldüğü, her alanında kutsallığın sanatla birleştiği bu vadi 1985 yılında Unesco Dünya Mirası Listesi’ne girmiş.Kapadokya’ya gelip de görmeden gitmenin eksik bırakacağı, Aziz Basil’in ilham kaynağı, gelmiş geçmiş binlerce keşişin düşüncelerini kayalara kazıdığı Göreme Açık Hava Müzesi’nin içinde, gezilesi görülesi onlarca manastır kilise ve şapel bulunuyor.  Kiliselerin boyama teknikleri ise yapıldığı döneme göre farklılıklar gösteriyor. Vadide yaşamın başladığı İlk Hristiyanlık dönemindeki geometrik desenli boyamalar, daha geç tarihlerde yerini dinsel içerikli boyamalara var. Çoğunlukla Hazreti İsa’nın ve İncil’in hikayelerini anlatan freskler ise, hala o dönemlerin kokusu geçmemiş, renklerinin feri sönmemiş, ‘bir zamanlar bizler de yaşadık’ diyen enerjisi tükenmemiş halde ziyaretçilere ev sahipliği yapıyor.	2018-06	5	2
233	Masalsı Diyar	Daha öncede gitmiştim ama bu defaki kadar etkilenmemiştim. İnsan gerçekten zamanda sanki geri gidiyor. İnsanın en az hayatında bir defa da olsa kaya odalardan birinde mutlak sessizlikte kedi gibi uyuyabileceği yer.	2018-07	5	2
234	Zamanınız yoksa doğru yer..	Nevşehir çevresi ile (ürgüp,göreme, vs.) birçok gezilecek tarihi ve kültürel olanaklar sağlıyor.  Peri bacalarını merak ediyorsanız fakat gezecek zamanınız yoksa Göreme açık hava müzesi tam sizlik. Düzenlenmiş temiz ve öz.. ancak ben olsam zaman ayırır klişe/popüler peri bacaları yerine ( ki yolda giderken zaten karşınıza birçok yerde çıkıyor )  uçhisar kalesi,  ıhlara vadisi, kaymaklı yeraltı şehrini görmeyi tercih ederdim.	2018-07	3	2
235	Görülmeye Değer	Eğer burayı ziyaret etmek istiyorsanız kesinlikle müze kart sahibi olun. Burada da satılıyor. Giris ucreti 30 tl muze kart 1 yıllık 50 tl ve bu bolgede bir cok yerde geciyor. Açık hava muzesinde ekstra 10 tl vererek girmeniz gereken karanlik klise mevcut. Burada tek bozulmayan resimleri görülmeye degecek olan bir yapı. Yani 10tlye deger :)	2018-07	5	2
236	etkileyici	mutlaka görülmeli etkileyici bir yer. tatil ve bayramlarda çok yoğun. önceden rezervasyon yapmadan gitmemekte fayda var.	2018-04	5	2
237	Dünyanın 8. Harıkası	Binlerce yıllık tarıh doga olusumu ve eşşiz dogal yapılar kıliseler perı bacaları magaralar kiliseler harıka....	2018-07	5	2
238	İnanılmaz	Kesinlikle ziyaret edilmesi gereken bir yer... özellikle karanlık kiliseyi görmeden ayrılmayın. Pişman olmazsınız.	2018-07	5	2
239	Görülmesi Gereken yerlerden	Haziran 2018 Eşim ve oğlumle birlikte ziyaret ettik. Müze kartınız varsa mutlaka görün. Öğretmen ve öğrenciler indirm uygulanıyor. Malesef ki tarihi yerleri yeterince korumuyoruz. Dünyanın öbür tarafından (Çin) gelip ziyaret edilen yerlerden biri. Değerini bilmemiz lazım.Müze kart yoksa ücret yüksek.(30TL)	2018-06	5	2
240	30 TL nedir yahu.	4 kişilik bir aile 120 TL bırakıp girebiliyor.Rehber olmadan fazla bir anlamı yok.Önceden müze kartınızı alın.Fiyatı pahalı olduğu için kapıdan dönen bir sürü aile gördüm.Yazıktır Yazık kk.Bu paraya ne bir rehber ne de bir katalog veriliyor.Aslında elektronik rehberlik hizmeti verilebilir.	2018-06	3	2
241	Kesin uğranmalı	Bölgede bulunan tarihi dokularıyla insanı büyüleyen kesinlikle gidilip görülmesi gereken nadide kültür miraslarından biri.	2018-06	5	2
242	Müze ücreti ve temizlik	Merhaba. Haziranda yaptığım ziyarette müze ücretinin çok yüksek olduğunu gördüm. 30 tl. Bu mu yüksek diyeceksiniz ama 4 kişilik aile için baya yüksek oluyor. Üstelik etraf pet şişeler poşetlerle dolu. Keşke insanlarımız çöp kutusu kullanmayı öğrense de bunları ücret karşılığı bir hizmet olarak görmesek.	2018-06	3	2
243	kapadokyada gezilmesi mutlak gerekli.	müze kartla girilebilen . içinde kilise, şaphel ve sosyal alanlar bulunan müthiş bir yer. sıcakta gitmekten kaçının ancak ne olursa olsun mutlak gezin.	2018-06	5	2
244	Bir gün yetmez !	Güzel düzenlenmiş bir doğa harikası ! Yıllar önce geldiğimizde bu kadar düzenli değildi. Şimdi tabela ve yönlendirmeler, müze mağazası, çıkışta çay bahçesi var. İçeride pek çok kilise mevcut. Biz bir kaç saat geçirdik ve hepsini göremedik. Kiliselerin dışında yani peri bacaları arasında dolaşmak ise çok keyifli. Başka bir evrende yürümek gibi. Bir de kışın kar yağmışken gidip görmek lazım	2018-06	5	2
245	Yer altı kiliseleri görülmeye değer!	Bundan asırlar önce farklı uygarlıkların sanatlarını dışa vurumlarını gözümüzle görmemiz lazım! 10 lira extra ücret verip dark church karanlık kiliseyi de ziyaret etmenizi öneririm!	2018-06	5	2
246	Gorulmeli	Kapadokya ziyaretiniz sirasinda mutlaka ugramaniz gereken cok onemli bir yer oldugunu dusunuyorum. Biraz yorulduk ama keyifliydi	2018-06	5	2
247	Tarih,Doğa,Hayranlık....	Tarihsel süreç içerisinde gezinme hissini uyandıran son derece hoş bir müze burası. Hristiyanlığı merak edenlerin 11-12.yy lara ait buradaki izleri mutlaka görmesi gerekir diye düşünüyorum.	2018-06	5	2
248	Mükemmel	Ben böyle müze görmedim. Gidin görün sonra bu yazan demişti diyeceksiniz. Önceden gelmediğinize pişman olursunuz.	2018-06	4	2
